kata_id,kata_slug,kata_rank_id,kata_rank_name
57faece99610ced690000165,exclamation-marks-series-number-2-remove-all-exclamation-marks-from-the-end-of-sentence,-8,8 kyu
57faf12b21c84b5ba30001b0,exclamation-marks-series-number-4-remove-all-exclamation-marks-from-sentence-but-ensure-a-exclamation-mark-at-the-end-of-string,-8,8 kyu
577a98a6ae28071780000989,find-maximum-and-minimum-values-of-a-list,-8,8 kyu
58d248c7012397a81800005c,find-out-whether-the-shape-is-a-cube,-8,8 kyu
58f8a3a27a5c28d92e000144,find-the-first-non-consecutive-number,-8,8 kyu
524f5125ad9c12894e00003f,find-the-remainder,-8,8 kyu
5641a03210e973055a00000d,formatting-decimal-places-number-0,-8,8 kyu
55a5befdf16499bffb00007b,fundamentals-return,-8,8 kyu
55ad04714f0b468e8200001c,get-character-from-ascii-value,-8,8 kyu
55d277882e139d0b6000005d,grasshopper-array-mean,-8,8 kyu
55f73f66d160f1f1db000059,grasshopper-combine-strings,-8,8 kyu
586c1cf4b98de0399300001d,grasshopper-terminal-game-combat-function-1,-8,8 kyu
563a631f7cbbc236cf0000c2,grasshopper-terminal-game-move-function,-8,8 kyu
57e3f79c9cb119374600046b,hello-name-or-world,-8,8 kyu
57e921d8b36340f1fd000059,holiday-vi-shark-pontoon,-8,8 kyu
5761a717780f8950ce001473,how-old-will-i-be-in-2099,-8,8 kyu
5b077ebdaf15be5c7f000077,if-you-cant-sleep-just-count-sheep,-8,8 kyu
57a1fd2ce298a731b20006a4,is-it-a-palindrome,-8,8 kyu
555a67db74814aa4ee0001b5,is-it-even,-8,8 kyu
55cb632c1a5d7b3ad0000145,keep-up-the-hoop,-8,8 kyu
568dc014440f03b13900001d,l1-bartender-drinks,-8,8 kyu
568dcc3c7f12767a62000038,l1-set-alarm,-8,8 kyu
56d49587df52101de70011e4,leonardo-dicaprio-and-oscars,-8,8 kyu
5a34b80155519e1a00000009,multiple-of-index,-8,8 kyu
5a2fd38b55519ed98f0000ce,multiplication-table-for-number,-8,8 kyu
50654ddff44f800200000004,multiply,-8,8 kyu
5708f682c69b48047b000e07,multiply-the-number,-8,8 kyu
557cd6882bfa3c8a9f0000c1,parse-nice-int-from-char-problem,-8,8 kyu
52ceafd1f235ce81aa00073a,plural,-8,8 kyu
53f0f358b9cb376eca001079,regular-ball-super-ball,-8,8 kyu
570597e258b58f6edc00230d,remove-first-and-last-character-part-two,-8,8 kyu
56b0ff16d4aa33e5bb00008e,remove-the-time,-8,8 kyu
5769b3802ae6f8e4890009d2,removing-elements,-8,8 kyu
59dd3ccdded72fc78b000b25,return-the-day,-8,8 kyu
53da6d8d112bd1a0dc00008b,reverse-list-order,-8,8 kyu
5a00e05cc374cb34d100000d,reversed-sequence,-8,8 kyu
5168bb5dfe9a00b126000018,reversed-strings,-8,8 kyu
57a55c8b72292d057b000594,reversing-words-in-a-string,-8,8 kyu
5810085c533d69f4980001cf,simple-calculator,-8,8 kyu
56a3f08aa9a6cc9b75000023,simple-validation-of-a-username,-8,8 kyu
57e1e61ba396b3727c000251,string-cleaning,-8,8 kyu
53dc54212259ed3d4f00071c,sum-arrays,-8,8 kyu
57eaeb9578748ff92a000009,sum-mixed-array,-8,8 kyu
5b73fe9fb3d9776fbf00009e,sum-of-differences-in-array,-8,8 kyu
55a5bfaa756cfede78000026,super-duper-easy,-8,8 kyu
5963c18ecb97be020b0000a2,take-the-derivative,-8,8 kyu
5aa736a455f906981800360d,the-feast-of-many-beasts,-8,8 kyu
54147087d5c2ebe4f1000805,the-if-function,-8,8 kyu
57ec8bd8f670e9a47a000f89,the-wide-mouthed-frog,-8,8 kyu
5a023c426975981341000014,third-angle-of-a-triangle,-8,8 kyu
56598d8076ee7a0759000087,tip-calculator,-8,8 kyu
5bb904724c47249b10000131,total-amount-of-points,-8,8 kyu
58261acb22be6e2ed800003a,volume-of-a-cuboid,-8,8 kyu
5302d846be2a9189af0001e4,welcome-to-the-city,-8,8 kyu
55ecd718f46fba02e5000029,what-is-between,-8,8 kyu
574b3b1599d8f897470018f6,whats-the-real-floor,-8,8 kyu
5875b200d520904a04000003,will-there-be-enough-space,-8,8 kyu
53ee5429ba190077850011d4,you-cant-code-under-pressure-number-1,-8,8 kyu
59d9ff9f7905dfeed50000b0,alphabet-symmetry,-7,7 kyu
59377c53e66267c8f6000027,alphabet-war,-7,7 kyu
529eef7a9194e0cbc1000255,anagram-detection,-7,7 kyu
5857e8bb9948644aa1000246,can-santa-save-christmas,-7,7 kyu
554e4a2f232cdd87d9000038,complementary-dna,-7,7 kyu
59b0ab12cf3395ef68000081,converting-24-hour-time-to-12-hour-time,-7,7 kyu
542c0f198e077084c0000c2e,count-the-divisors-of-a-number,-7,7 kyu
5506b230a11c0aeab3000c1f,deodorant-evaporator,-7,7 kyu
5a431c0de1ce0ec33a00000c,even-numbers-in-an-array,-7,7 kyu
55908aad6620c066bc00002a,exes-and-ohs,-7,7 kyu
54ff0d1f355cfd20e60001fc,factorial,-7,7 kyu
57a049e253ba33ac5e000212,factorial-1,-7,7 kyu
56269eb78ad2e4ced1000013,find-the-next-perfect-square,-7,7 kyu
5680781b6b7c2be860000036,find-the-vowels,-7,7 kyu
5b180e9fedaa564a7000009a,fix-string-case,-7,7 kyu
57ee99a16c8df7b02d00045f,flatten-and-sort-an-array,-7,7 kyu
5ac6932b2f317b96980000ca,form-the-minimum,-7,7 kyu
535474308bb336c9980006f2,greet-me,-7,7 kyu
554b4ac871d6813a03000035,highest-and-lowest,-7,7 kyu
5390bac347d09b7da40006f6,jaden-casing-strings,-7,7 kyu
556196a6091a7e7f58000018,largest-pair-sum-in-array,-7,7 kyu
541629460b198da04e000bb9,last,-7,7 kyu
595aa94353e43a8746000120,lost-number-in-number-sequence,-7,7 kyu
59706036f6e5d1e22d000016,love-vs-friendship,-7,7 kyu
57a60bad72292d3e93000a5a,make-acronym,-7,7 kyu
5663f5305102699bad000056,maximum-length-difference,-7,7 kyu
5a4138acf28b82aa43000117,maximum-product,-7,7 kyu
58daa7617332e59593000006,most-digits,-7,7 kyu
51fd6bc82bc150b28e0000ce,no-oddities-here,-7,7 kyu
5a512f6a80eba857280000fc,nth-smallest-element-array-series-number-4,-7,7 kyu
58fa273ca6d84c158e000052,number-of-decimal-digits,-7,7 kyu
5648b12ce68d9daa6b000099,number-of-people-in-the-bus,-7,7 kyu
580755730b5a77650500010c,odd-even-string-sort,-7,7 kyu
5949481f86420f59480000e7,odd-or-even,-7,7 kyu
54b81566cd7f51408300022d,partial-word-searching,-7,7 kyu
6a6c7d7231db37e1dfe82ef2,place-for-an-introvert,-7,7 kyu
5aff237c578a14752d0035ae,predict-your-age,-7,7 kyu
51f2b4448cadf20ed0000386,remove-anchor-from-url,-7,7 kyu
5259b20d6021e9e14c0010d4,reverse-words,-7,7 kyu
5abd66a5ccfd1130b30000a9,row-weights,-7,7 kyu
6a5ff16900f402eefa5198ff,same-number-of-heads,-7,7 kyu
58712dfa5c538b6fc7000569,simple-beads-count,-7,7 kyu
57ea5b0b75ae11d1e800006c,sort-array-by-string-length,-7,7 kyu
5174a4c0f2769dd8b1000003,sort-numbers,-7,7 kyu
580a4734d6df748060000045,sorted-yes-no-how,-7,7 kyu
6a68ed7894f29599a1f7a248,split-by-mask,-7,7 kyu
5a433c7a8f27f23bb00000dc,split-by-value,-7,7 kyu
546e2562b03326a88e000020,square-every-digit,-7,7 kyu
51f2d1cafc9c0f745c00037d,string-ends-with,-7,7 kyu
586f6741c66d18c22800010a,sum-of-a-sequence,-7,7 kyu
5a03b3f6a1c9040084001765,sum-of-angles,-7,7 kyu
580878d5d27b84b64c000b51,sum-of-triangular-numbers,-7,7 kyu
558fc85d8fd1938afb000014,sum-of-two-lowest-positive-integers,-7,7 kyu
57f759bb664021a30300007d,switcheroo,-7,7 kyu
578fdcfc75ffd1112c0001a1,the-lazy-startup-office,-7,7 kyu
5a87449ab1710171300000fd,tidy-number-special-numbers-series-number-9,-7,7 kyu
577bd8d4ae2807c64b00045b,two-fighters-one-winner,-7,7 kyu
5656b6906de340bd1b0000ac,two-to-one,-7,7 kyu
55f8a9c06c018a0d6e000132,validate-a-pin-code,-7,7 kyu
54ff3102c1bad923760001f3,vowel-count,-7,7 kyu
54c27a33fb7da0db0100040e,youre-a-square,-7,7 kyu
550498447451fbbd7600041c,are-they-the-same,-6,6 kyu
526571aae218b8ee490006f4,bit-counting,-6,6 kyu
5592e3bd57b64d00f3000047,build-a-pile-of-cubes,-6,6 kyu
56a5d994ac971f1ac500003e,consecutive-strings,-6,6 kyu
545cedaa9943f7fe7b000048,detect-pangram,-6,6 kyu
5287e858c6b5a9678200083c,does-my-number-look-big-in-this,-6,6 kyu
5679aa472b8f57fb8c000047,equal-sides-of-an-array,-6,6 kyu
54da5a58ea159efa38000836,find-the-odd-int,-6,6 kyu
534d2f5b5371ecf8d2000a08,multiplication-table,-6,6 kyu
587731fda577b3d1b0001196,pascalcase-method,-6,6 kyu
5552101f47fc5178b1000050,playing-with-digits,-6,6 kyu
56b5afb4ed1f6d5fb0000991,reverse-or-rotate,-6,6 kyu
5970fce80ed776b94000008b,sentence-calculator,-6,6 kyu
5626b561280a42ecc50000d1,take-a-number-and-sum-its-digits-raised-to-the-consecutive-powers-and-dot-dot-dot-eureka,-6,6 kyu
54da539698b8a2ad76000228,take-a-ten-minutes-walk,-6,6 kyu
53697be005f803751e0015aa,the-vowel-code,-6,6 kyu
556deca17c58da83c00002db,tribonacci-sequence,-6,6 kyu
5266876b8f4bf2da9b000362,who-likes-it,-6,6 kyu
6384c9ec84c67000230a15f1,who-wants-to-be-a-millionaire,-6,6 kyu
533c46b140aafec05b000d31,advanced-pig-latin,-5,5 kyu
59473c0a952ac9b463000064,alphabet-war-wo-lo-loooooo-priests-join-the-war,-5,5 kyu
550f22f4d758534c1100025a,directions-reduction,-5,5 kyu
52597aa56021e91c93000cb0,moving-zeros-to-the-end,-5,5 kyu
5541f58a944b85ce6d00006a,product-of-consecutive-fib-numbers,-5,5 kyu
5671d975d81d6c1c87000022,4-by-4-skyscrapers,-4,4 kyu
5dcde0b9fcb0d100349cb5c0,longest-palindromic-substring-linear,-4,4 kyu
5254ca2719453dcc0b00027d,so-many-permutations,-4,4 kyu
5296bc77afba8baa690002d7,sudoku-solver,-3,3 kyu
5679d5a3f2272011d700000d,6-by-6-skyscrapers,-2,2 kyu
